"Company Name","Funding Amount","Funding Date","Funding Type","Website","Industries","Location","Rank","Description","LinkedIn Status","Update People Search (Find people Table) - 2026-02-04T15:07:37.739Z","xAI / Get Website and LinkedIn URL","xAI / Website","xAI / LinkedIn URL","xAI / Qualify Company","xAI / Qualification Status"
"Mindsmith","$4,139,998","Jul 23, 2025","Seed","www.mindsmith.ai","Artificial Intelligence (AI), Education, Software","Orem, Utah, United States",10358,"Mindsmith offers an AI-powered eLearning authoring tool for quick, custom educational content creation.","View on LinkedIn\",,"Response","https://mindsmith.ai","https://linkedin.com/company/mindsmith1","Response","Qualified"
"Loman AI","$4,121,997","Aug 26, 2025","Seed","www.loman.ai/","Artificial Intelligence (AI), Restaurants, Software","Austin, Texas, United States",4477,"Loman provides a 24/7 AI phone agent for restaurants, handling calls, taking orders, answering questions, and booking reservations.","View on LinkedIn\",,"Response","https://loman.ai","https://www.linkedin.com/company/useloman","Response","Qualified"
"Structify","$4,100,000","Apr 30, 2025","Seed","www.structify.ai/","Database, Information Services, Information Technology","Brooklyn, New York, United States",18409,"Structify is a organization that converts data into structured datasets that are tailored to individual needs.","View on LinkedIn\",,"Response","https://www.structify.ai/","https://www.linkedin.com/company/structifyai","Response","Qualified"
"Continuum","$4,100,000","Aug 26, 2024","Seed","gocontinuum.ai","B2B, Manufacturing, Retail, Software, Wholesale","Chicago, Illinois, United States",24259,"Continuum is a technology firm specializing in digital networks for B2B distributors and manufacturers.","View on LinkedIn\",,"Response","https://gocontinuum.ai","https://www.linkedin.com/company/continuumai","Response","Qualified"
"OpsLab","$4,024,997","Apr 10, 2025","Seed","www.opslab.com","Artificial Intelligence (AI), Drones, Machine Learning, Scheduling","Austin, Texas, United States",42993,"OpsLab is an airline operations and financial technology.","–",,"Response","https://www.opslab.com","https://www.linkedin.com/company/skyschedule","Response","Qualified"
"Oasys Health","$4,000,000","Jan 6, 2026","Seed","oasys.health/","Health Care, Software","New York, New York, United States",1880,"Building the OS for modern mental healthcare.","View on LinkedIn\",,"Response","https://oasys.health/","https://www.linkedin.com/company/oasyshealth","Response","Qualified"
"Sunthetics","$4,000,000","Nov 13, 2024","Seed","www.sunthetics.io","Chemical, Chemical Engineering, Machine Learning, Machinery Manufacturing, Manufacturing, Sustainability","San Marcos, Texas, United States",7657,"Easy-to-use machine-learning platform that leverages small data to develop new chemicals, materials, and processes up to 32x faster.","View on LinkedIn\",,"Response","https://sunthetics.io/","https://linkedin.com/company/sunthetics","Response","Qualified"
"Weavy","$4,000,000","Jun 10, 2025","Seed","www.weavy.ai/","Artificial Intelligence (AI), Information Technology, Media and Entertainment","Dover, Delaware, United States",8711,"Building the next generation of creative tools, where AI models, editing tools, and workflows come together.","View on LinkedIn\",,"Response","https://weavy.ai","https://www.linkedin.com/company/weavy-ai","Response","Qualified"
"Arvist","$4,000,000","Sep 16, 2025","Seed","arvist.ai/","Artificial Intelligence (AI), Computer Vision, Logistics, Machine Learning, Supply Chain Management, Warehousing","Chicago, Illinois, United States",10350,"Autonomous warehouse monitoring platform enabled by computer vision and AI to automate quality control in logistics","View on LinkedIn\",,"Response","https://arvist.ai","https://www.linkedin.com/company/arvist","Response","Qualified"
"Perygee","$4,000,000","Jan 1, 2025","Seed","www.perygee.com/","Information Technology, Software","Boston, Massachusetts, United States",11333,"Perygee is an integration and automation platform that connects that dots between your existing software and people systems","View on LinkedIn\",,"Response","https://perygee.com","https://linkedin.com/company/perygee","Response","Qualified"
"Ankored","$4,000,000","Sep 23, 2025","Seed","www.ankored.com","Compliance, SaaS, Software","Brighton, Michigan, United States",12950,"Ankored automates youth coaching and staff compliance with background checks, training, and individual dashboards.","View on LinkedIn\",,"Response","https://ankored.com","https://www.linkedin.com/company/ankored-inc","Response","Qualified"
"Anytime AI","$4,000,000","Sep 5, 2024","Seed","www.anytimeai.ai","Generative AI, Information Technology, Legal Tech, Machine Learning","New York, New York, United States",13684,"Anytime AI builds premier AI legal assistants for plaintiff lawyers.","View on LinkedIn\",,"Response","https://www.anytimeai.ai/","https://www.linkedin.com/company/anytimeai","Response","Qualified"
"Purchaser","$4,000,000","Sep 23, 2024","Seed","www.purchaser.ai","Manufacturing, SaaS","Lexington, Kentucky, United States",13825,"Purchaser is automating industrial purchasing.","View on LinkedIn\",,"Response","https://www.purchaser.ai","https://www.linkedin.com/company/purchaserinc","Response","Qualified"
"True-Tickets","$4,000,000","Oct 31, 2025","Seed","www.true-tickets.com","B2B, Blockchain, Information Technology, PaaS, Ticketing","Boston, Massachusetts, United States",15164,"A secure contactless digital ticket delivery service that aims to make buying, selling and transferring live event tickets simple and safe.","View on LinkedIn\",,"Response","https://www.true-tickets.com/","https://linkedin.com/company/truetickets","Response","Qualified"
"Wokelo AI","$4,000,000","Oct 7, 2024","Seed","www.wokelo.ai/","Artificial Intelligence (AI), Business Intelligence, Enterprise Software, Financial Services, Generative AI, Market Research","Seattle, Washington, United States",16278,"Wokelo builds purpose-built AI agents for dealmaking and consulting, designed by domain-experts to power sourcing, diligence and strategy.","View on LinkedIn\",,"Response","https://wokelo.ai","https://www.linkedin.com/company/wokelo-ai","Response","Qualified"
"GoQuant","$4,000,000","May 7, 2025","Seed","goquant.io","Cryptocurrency, Financial Services, FinTech","Miami, Florida, United States",16507,"GoQuant is a unified digital asset trading infrastructure platform, spanning data, execution, risk, operations, and credit.","View on LinkedIn\",,"Response","https://www.goquant.io/","https://www.linkedin.com/company/goquant","Response","Qualified"
"Harmonious","$4,000,000","Aug 31, 2024","Seed","www.harmoniouscapitaladmin.com/","Angel Investment, Asset Management, Financial Services, FinTech, Funding Platform, Impact Investing, Real Estate Investment, Venture Capital","Salt Lake City, Utah, United States",16916,"Harmonious is a a premier technology platform offering comprehensive fund adminsitration management solutions for private investments.","View on LinkedIn\",,"Response","https://www.harmoniouscapitaladmin.com/","https://www.linkedin.com/company/harmoniouscapitaladmin","Response","Qualified"
"Agentuity","$4,000,000","Jan 27, 2025","Seed","www.agentuity.com","Artificial Intelligence (AI), Information Technology","Austin, Texas, United States",19072,"Agentuity is a cloud platform purpose-built for deploying, managing, and scaling AI agents.","View on LinkedIn\",,"Response","https://www.agentuity.com","https://www.linkedin.com/company/agentuity","Response","Qualified"
"Freckle","$4,000,000","Sep 8, 2025","Seed","www.freckle.io","Data Management, Information Technology, Software","Cambridge, Massachusetts, United States",19629,"Freckle offers a data enrichment and research platform for non-technical users.","View on LinkedIn\",,"Response","https://www.freckle.io/","https://www.linkedin.com/company/freckleio","Response","Qualified"
"Silkline","$4,000,000","Oct 22, 2025","Seed","silkline.ai","–","Chicago, Illinois, United States",21349,"Silkline is an early-stage tech startup backed by top venture investors that delivers a more connected supply base.","View on LinkedIn\",,"Response","https://silkline.ai","https://www.linkedin.com/company/silklineai","Response","Qualified"
"Receive","$4,000,000","Jul 17, 2025","Seed","nowreceive.com","FinTech, Payments, Small and Medium Businesses","New York, New York, United States",21398,"Receive is a fintech company providing real-time revenue access to help small and medium businesses manage their cash flow.","View on LinkedIn\",,"Response","https://nowreceive.com","https://www.linkedin.com/company/nowreceive","Response","Qualified"
"North Pole Security","$4,000,000","Jul 30, 2025","Seed","northpole.security","Computer, Cyber Security","Brooklyn, New York, United States",22024,"North Pole Security provides endpoint protection for macOS. It ensures the security of computers and networks.","View on LinkedIn\",,"Response","https://northpole.security","https://www.linkedin.com/company/north-pole-security","Response","Qualified"
"Trace.Space","$4,000,000","Feb 5, 2025","Seed","trace.space","Artificial Intelligence (AI), Product Design, Simulation, Software","Miami, Florida, United States",24147,"Trace.Space is an AI-powered requirements management platform for engineers developing industrial products.","View on LinkedIn\",,"Response","https://trace.space","https://linkedin.com/company/trace-space","Response","Qualified"
"UgenticAI","$4,000,000","Jul 24, 2025","Seed","ugenticai.com","Finance, Hedge Funds, Venture Capital","Rockville, Maryland, United States",25650,"UgenticAI incubates and scales AI and SaaS businesses, with a focus on agentic AI for automating business functions.","View on LinkedIn\",,"Response","https://ugenticai.com","https://www.linkedin.com/company/ugenticai","Response","Qualified"
"hotglue","$4,000,000","Oct 11, 2024","Seed","hotglue.com","Big Data, Developer Tools, Information Technology, Internet, SaaS, Software","Washington, District of Columbia, United States",28075,"hotglue allows developers to embed user-facing SaaS integrations to control how their product receives customers' data.","View on LinkedIn\",,"Response","https://hotglue.com","https://www.linkedin.com/company/hotglue","Response","Qualified"
"Cofactor AI","$4,000,000","Nov 25, 2024","Seed","cofactorai.com","Artificial Intelligence (AI), Financial Services, FinTech, Health Care, InsurTech","Chicago, Illinois, United States",28429,"Cofactor AI is a financial intelligence platform for the healthcare industry that helps to successfully appeal claims denials.","View on LinkedIn\",,"Response","https://www.cofactorai.com/","https://www.linkedin.com/company/cofactorai","Response","Qualified"
"Tensor9","$4,000,000","May 14, 2025","Seed","www.tensor9.com","Apps, Cloud Computing, Cyber Security, Privacy, Security","Seattle, Washington, United States",30354,"Tensor9 is an enterprise any-prem platform enabling SaaS vendors to unlock enterprise customers that can\'92t share sensitive data.","View on LinkedIn\",,"Response","https://www.tensor9.com","https://www.linkedin.com/company/tensor9","Response","Qualified"
"Cylerity","$4,000,000","Oct 28, 2025","Seed","cylerity.com","Financial Services, FinTech, Payments, Professional Services","Madison, Wisconsin, United States",34623,"Cylerity helps healthcare providers get paid faster by advancing funds on medical claims using smart finance tools.","View on LinkedIn\",,"Response","https://cylerity.com/","https://www.linkedin.com/company/cylerity","Response","Qualified"
"DIAMO","$4,000,000","Apr 9, 2025","Seed","www.diamo.ai/","Web Development","New York, New York, United States",39352,"DIAMO is a revenue-generating technology designed specifically for independent hotels.","View on LinkedIn\",,"Response","https://diamo.ai","https://linkedin.com/company/diamo-ai","Response","Qualified"
"Stork Network","$4,000,000","Aug 22, 2024","Seed","www.stork.network","Blockchain, Cryptocurrency, Web3","Brooklyn, New York, United States",41439,"Stork Network provides decentralized data solutions for decentralized protocols.","View on LinkedIn\",,"Response","https://stork.network","https://www.linkedin.com/company/stork-labs","Response","Qualified"
"Auto Acquire","$4,000,000","Jun 12, 2025","Seed","www.autoacquireai.com/","Advertising, Analytics, Marketing","Florida, New York, United States",42028,"AutoAcquireAI is an innovative software system that enhances the used car acquisition process for businesses.","View on LinkedIn\",,"Response","https://www.autoacquireai.com","https://www.linkedin.com/company/autoacquire-inc","Response","Qualified"
"Pario Health","$4,000,000","Oct 21, 2024","Seed","www.pariohealth.com/","Health Care, SaaS, Women's","New York, New York, United States",43580,"Pario Health is a health tech company that offers an EMR and practice management platform or independent women's health practitioners.","View on LinkedIn\",,"Response","https://pariohealth.com","https://www.linkedin.com/company/pario-health","Response","Qualified"
"Osyte","$4,000,000","Nov 14, 2024","Seed","osyte.com","Asset Management, Data Management, Financial Services, FinTech, SaaS, Software, Wealth Management","Seattle, Washington, United States",44742,"Osyte is a SaaS liquidity management and capital call management solution for alternative investments and private assets.","View on LinkedIn\",,"Response","https://osyte.com","https://www.linkedin.com/company/osyte","Response","Qualified"
"Red Rover Health","$4,000,000","Jan 8, 2025","Seed","redrover.health","Apps, Health Care, Software","Des Moines, Iowa, United States",45526,"Red Rover Health is a healthcare technology company dedicated to simplifying electronic health record (EHR) integration.","View on LinkedIn\",,"Response","https://redrover.health","https://linkedin.com/company/red-rover-health-inc","Response","Qualified"
"Talli Digital Payments","$4,000,000","Nov 11, 2024","Seed","www.talli.ai/","Financial Services, FinTech, Payments","New York, New York, United States",45841,"Talli Digital Payments is a fintech company that offers payment-related and financial services.","View on LinkedIn\",,"Response","https://www.talli.ai","https://www.linkedin.com/company/talli-payments","Response","Qualified"
"Aarden AI","$4,000,000","Oct 9, 2025","Seed","www.aarden.ai/","Analytics, Artificial Intelligence (AI), Information Technology","Seattle, Washington, United States",46007,"Aarden AI is an AI platform that helps landowners research and navigate deals with developers to build data centers and others.","View on LinkedIn\",,"Response","https://aarden.ai","https://www.linkedin.com/company/aarden-ai","Response","Qualified"
"FarmQA","$4,000,000","May 29, 2025","Seed","farmqa.com/","Information Services, Information Technology","Fargo, North Dakota, United States",47280,"FarmQA is a precision agriculture intelligence platform.","View on LinkedIn\",,"Response","https://farmqa.com","https://www.linkedin.com/company/farmqa","Response","Qualified"
"Revisto","$4,000,000","Nov 18, 2024","Seed","www.revisto.com/","Artificial Intelligence (AI), Marketing, Pharmaceutical","Austin, Texas, United States",47393,"Revisto is a pioneer AI-powered technology that simplifies the medical, legal, and regulatory review process for life sciences marketing.","View on LinkedIn\",,"Response","https://www.revisto.com/","https://linkedin.com/company/revisto-inc","Response","Qualified"
"Ligero","$4,000,000","Feb 26, 2025","Seed","ligero-inc.com","Blockchain, Cryptocurrency","Rochester, New York, United States",66776,"Ligero is a blockchain privacy company that offers secure and private collaboration for blockchains.","View on LinkedIn\",,"Response","https://ligero-inc.com","https://www.linkedin.com/company/ligero-inc","Response","Qualified"
"Row64","$4,000,000","Jun 9, 2025","Seed","row64.com","Analytics, Artificial Intelligence (AI), Big Data, Finance, Information Services, Information Technology, Market Research, Productivity Tools, Software","Dillon, Colorado, United States",75555,"Row64 is a real-time visual intelligence platform that transforms massive datasets into instantaneous, actionable insight.","View on LinkedIn\",,"Response","https://row64.com","https://www.linkedin.com/company/row64","Response","Qualified"
"Columnar","$3,999,999","May 21, 2025","Seed","columnar.tech/","Data Integration, SaaS, Software","New York, New York, United States",19597,"Columnar is a SaaS company that offers fast universal data connectivity services.","View on LinkedIn\",,"Response","https://columnar.tech","https://www.linkedin.com/company/columnar-tech","Response","Qualified"
"ShelfCycle","$3,999,999","Oct 14, 2025","Seed","shelfcycle.com","Artificial Intelligence (AI), CRM, Enterprise Resource Planning (ERP), SaaS, Software","New York, New York, United States",32749,"ShelfCycle offers a cloud-based ERP and CRM that streamlines inventory, accounting, and relationship workflows for chemical distributors.","View on LinkedIn\",,"Response","https://shelfcycle.com/","https://www.linkedin.com/company/shelfcycle","Response","Qualified"
"Horizen","$3,999,999","Nov 22, 2024","Seed","www.horizen.ag/","Agriculture, AgTech, Farming","Waukee, Iowa, United States",54975,"Horizen serves as the workflow platform that facilitates contemporary agricultural practices.","View on LinkedIn\",,"Response","https://horizenlabs.io/","https://www.linkedin.com/company/horizenlabs","Response","Qualified"
"Aspect","$3,964,996","May 14, 2025","Seed","–","Information Technology, SaaS, Software","Utah, Tennessee, United States",72526,"Aspect is a technology based company","–",,"Response","https://aspect.build","https://www.linkedin.com/company/aspect-build/","Response","Qualified"
"Flyway Health","$3,964,991","Nov 19, 2025","Seed","www.flywayhealth.com/","Artificial Intelligence (AI), Health Care, SaaS","Wilmington, Delaware, United States",34379,"Flyway Health is a healthtech company that offers brand-tailored AI agents for healthcare assistance.","View on LinkedIn\",,"Response","https://www.flywayhealth.com/","https://www.linkedin.com/company/flyway-health","Response","Qualified"
"Enaia","$3,950,000","Sep 18, 2024","Seed","enaia.co/","Commercial Real Estate, Real Estate, SaaS, Social Network, Software","New York, New York, United States",53369,"Enaia is the leading CRM and Workflow technology supporting the CRE services industry","View on LinkedIn\",,"Response","https://enaia.co","https://www.linkedin.com/company/73037079","Response","Qualified"
"Asha Health","$3,900,000","Dec 30, 2024","Seed","asha.health/","Artificial Intelligence (AI), Health Care, Hospital","New York, New York, United States",17160,"Asha Health provides tools for medical practices to easily launch their own AI clinics.","View on LinkedIn\",,"Response","https://asha.health","https://www.linkedin.com/company/asha-health-ai","Response","Qualified"
"HeyMilo","$3,899,997","Jan 5, 2026","Seed","www.heymilo.ai/","Artificial Intelligence (AI), Generative AI, Recruiting, SaaS","New York, New York, United States",3137,"HeyMilo is an AI-powered candidate screening platform that enables organizations to screen, interview, and evaluate candidates.","View on LinkedIn\",,"Response","https://www.heymilo.ai","https://www.linkedin.com/company/heymilo","Response","Qualified"
"Frenos Inc.","$3,883,922","Jan 28, 2025","Seed","frenos.io/","Artificial Intelligence (AI), Cyber Security, Infrastructure","Charlotte, North Carolina, United States",22355,"Cybersecurity company helping secure all 16 sectors of critical infrastructure from disruption","View on LinkedIn\",,"Response","https://frenos.io","https://www.linkedin.com/company/frenos-inc","Response","Qualified"
"TeamCentral","$3,875,000","May 27, 2025","Seed","www.teamcentral.ai/","Business Intelligence, Business Process Automation (BPA), Software, Web Development","Dayton, Ohio, United States",62470,"TeamCentral delivers high quality intelligent automation solutions primarily remotely.","View on LinkedIn\",,"Response","https://teamcentral.ai","https://www.linkedin.com/company/teamcentral","Response","Qualified"
"ClearCOGS","$3,800,000","Apr 10, 2025","Seed","www.clearcogs.com","Artificial Intelligence (AI), Machine Learning, Predictive Analytics, Restaurants, Retail, Software","Philadelphia, Pennsylvania, United States",8998,"ClearCOGS is an AI-powered SaaS platform that helps restaurants optimize their operations and increase profitability.","View on LinkedIn\",,"Response","https://www.clearcogs.com","https://www.linkedin.com/company/clearcogs","Response","Qualified"
"Olyzon","$3,800,000","Jun 12, 2025","Seed","olyzon.tv","Advertising, Digital Entertainment, Media and Entertainment, TV","New York, New York, United States",21077,"Olyzon offers adtech solutions for Connected TV, enhancing brand uplift, optimizing user engagement, and maximizing ROI.","View on LinkedIn\",,"Response","https://olyzon.tv","https://www.linkedin.com/company/olyzon","Response","Qualified"
"Noto","$3,800,000","Apr 11, 2025","Seed","www.noto.nyc","Tutoring","New York, New York, United States",30858,"Noto a startup that provides software to automate tasks like billing and payroll for educational businesses.","View on LinkedIn\",,"Response","https://noto.nyc","https://www.linkedin.com/company/noto-technologies","Response","Qualified"
"Sohar Health","$3,800,000","Mar 27, 2025","Seed","www.sohar.health/","Artificial Intelligence (AI), Developer APIs, Health Care, Software","New York, New York, United States",52234,"Sohar Health automates insurance verification for behavioral health providers with EHR integration and real-time eligibility updates.","–",,"Response","https://www.soharhealth.com","https://www.linkedin.com/company/sohar-health","Response","Qualified"
"Mesh","$3,798,997","Oct 14, 2025","Seed","meshverify.com/","Information Technology, SaaS, Software","Austin, Texas, United States",24386,"Mesh helps companies auto-verify professional licenses, SMB legitimacy, and contractor compliance with real-time data.","View on LinkedIn\",,"Response","https://meshsecurity.io","https://www.linkedin.com/company/mesh-security","Response","Qualified"
"Milly Books","$3,775,876","Jun 16, 2025","Seed","www.millybooks.com/","Accounting, InsurTech, SaaS, Software","Indianapolis, Indiana, United States",60360,"Milly Books is an insurtech company that offers a platform to buy, sell, and value insurance books of business.","View on LinkedIn\",,"Response","https://www.millybooks.com","https://www.linkedin.com/company/millybooks","Response","Qualified"
"Votre","$3,750,000","Nov 21, 2025","Seed","www.votre.xyz/","Bitcoin, Blockchain, Cryptocurrency, Decentralized Finance (DeFi), Web3, Web Development","New York, New York, United States",21586,"Votre lets high-net-worth users borrow against bitcoin while keeping control of their assets.","View on LinkedIn\",,"Response","https://votre.xyz","https://linkedin.com/company/collarnetworks","Response","Qualified"
"Cascade AI","$3,750,000","Oct 24, 2024","Seed","gocascade.ai","Artificial Intelligence (AI), Business Intelligence, Technical Support","Bellevue, Washington, United States",33845,"Cascade AI expands HR's capacity to offer individualized assistance through the AI assistant.","View on LinkedIn\",,"Response","https://gocascade.ai","https://www.linkedin.com/company/cascade-ai","Response","Qualified"
"InRev","$3,750,000","Jan 19, 2025","Seed","getinrev.com","Artificial Intelligence (AI), Insurance, InsurTech, Software","Richmond, Virginia, United States",43907,"InRev uses AI and automation in an API-first platform to streamline underwriting for contract and commercial surety bonds.","View on LinkedIn\",,"Response","https://getinrev.com","https://www.linkedin.com/company/getinrev","Response","Qualified"
"Canopie","$3,700,000","Sep 19, 2024","Seed","www.canopie.app/","Health Care, Therapeutics, Wellness","Washington, District of Columbia, United States",9978,"Canopie offers a digital platform that addresses symptoms of maternal depression and anxiety.","View on LinkedIn\",,"Response","https://www.canopie.app/","https://www.linkedin.com/company/canopie","Response","Qualified"
"Lumi AI","$3,700,000","Mar 25, 2025","Seed","www.lumi-ai.com","Analytics, Artificial Intelligence (AI), Business Intelligence, Generative AI, Information Technology, Internet, Software","Middletown, Delaware, United States",14643,"Lumi AI provides user-friendly analytics and AI-driven insights for sales teams.","View on LinkedIn\",,"Response","https://lumi-ai.com","https://www.linkedin.com/company/lumi-ai","Response","Qualified"
"Prediction Guard","$3,700,000","May 13, 2025","Seed","predictionguard.com","Artificial Intelligence (AI), Software, Software Engineering","Lafayette, Indiana, United States",27395,"Prediction Guard offers a secure GenAI platform that protects sensitive data and integrates easily into software applications.","View on LinkedIn\",,"Response","https://predictionguard.com","https://www.linkedin.com/company/prediction-guard","Response","Qualified"
"TwinKnowledge","$3,700,000","Apr 2, 2025","Seed","twinknowledge.com","Artificial Intelligence (AI), Information Technology","New York, New York, United States",30060,"TwinKnowledge is an AI platform created to improve decision-making and streamline procedures in order to expedite construction projects.","View on LinkedIn\",,"Response","https://twinknowledge.com","https://www.linkedin.com/company/twinknowledge","Response","Qualified"
"Kilsar","$3,700,000","Jul 16, 2025","Seed","kilsar.com/","Artificial Intelligence (AI), Business Intelligence, Space Travel","Virginia Beach, Virginia, United States",41538,"Kilsar provides various services such as prototyping, developing, and commercializing innovative solutions.","View on LinkedIn\",,"Response","https://www.kilsar.com","https://www.linkedin.com/company/kilsar","Response","Qualified"
"Salus Cloud","$3,700,000","Jun 10, 2025","Seed","www.salus.cloud","Artificial Intelligence (AI), Software, Web Development","Dover, Delaware, United States",42364,"Salus Cloud is an AI-native platform for engineers to develop and manage security.","View on LinkedIn\",,"Response","https://salus.cloud","https://www.linkedin.com/company/salus-cloud","Response","Qualified"
"Stitch3D","$3,682,500","Sep 12, 2025","Seed","www.stitch3d.io/","Information Technology","Boston, Massachusetts, United States",42788,"Stitch3D is a cloud platform for hosting, viewing, analyzing, and sharing 3D files.","View on LinkedIn\",,"Response","https://stitch3d.io","https://www.linkedin.com/company/stitch3dinc","Response","Qualified"
"Clarifeye","$3,662,759","Mar 21, 2025","Seed","www.clarifeye.ai/","Artificial Intelligence (AI), Information Technology, Software","Dover, Delaware, United States",32975,"Clarifeye is a software development company that offers an augmented reality-based surgical navigation tool.","View on LinkedIn\",,"Response","https://clarifeye.ai","https://www.linkedin.com/company/clarifeyeai","Response","Qualified"
"Beagle Labs","$3,660,500","Sep 17, 2025","Seed","www.beaglelabs.ai","Artificial Intelligence (AI), SaaS","New York, New York, United States",22099,"AI driven SaaS platform for infrastructure inspections.","View on LinkedIn\",,"Response","https://beaglelabs.ai","https://www.linkedin.com/company/beaglelabs","Response","Qualified"
"Wendal","$3,642,305","Apr 8, 2025","Seed","www.wendal.io","Information Services, Information Technology, Software","Covington, Kentucky, United States",79993,"Wendal is a developer of an automated due diligence platform intended for early-stage investments.","View on LinkedIn\",,"Response","https://wendal.com","https://www.linkedin.com/company/wendal-ai","Response","Qualified"
"Tivara","$3,600,000","Jan 8, 2026","Seed","www.tivara.com/","Artificial Intelligence (AI), B2B, Health Care","New York, New York, United States",4061,"Tivara designs software to help doctors quickly automate prior authorization requests, so care is delivered faster.","View on LinkedIn\",,"Response","https://tivara.com","https://www.linkedin.com/company/tivara","Response","Qualified"
"Pluto Biosciences","$3,600,000","May 13, 2025","Seed","pluto.bio","Analytics, Bioinformatics, Data Management, Life Science, Machine Learning, SaaS","Denver, Colorado, United States",6968,"Pluto Biosciences develops a collaborative life sciences platform for biological data management, analysis, and visualization.","View on LinkedIn\",,"Response","https://pluto.bio","https://www.linkedin.com/company/pluto-biosciences","Response","Qualified"
"Vectorize","$3,600,000","Oct 8, 2024","Seed","vectorize.io","Artificial Intelligence (AI), Information Technology, SaaS, Software","Dover, Delaware, United States",12346,"Vectorize is a fast, accurate, production-ready AI.","View on LinkedIn\",,"Response","https://vectorize.io","https://www.linkedin.com/company/vectorizeio","Response","Qualified"
"Kovr.ai","$3,600,000","May 14, 2025","Seed","kovr.ai/","Artificial Intelligence (AI), Cyber Security","Reston, Virginia, United States",16354,"Kovr.ai is an AI native cyber compliance automation platform.","View on LinkedIn\",,"Response","https://kovr.ai","https://www.linkedin.com/company/kovrai","Response","Qualified"
"Perceptis AI","$3,600,000","Feb 4, 2025","Seed","perceptis.ai/","Artificial Intelligence (AI), B2B, Business Development, Consulting, Productivity Tools, SaaS","Seattle, Washington, United States",25856,"Perceptis is AI-powered service for creating professional business proposals.","View on LinkedIn\",,"Response","https://perceptis.ai","https://www.linkedin.com/company/perceptis-ai","Response","Qualified"
"Sent","$3,550,000","May 15, 2025","Seed","sent.dm","Communications Infrastructure, Developer Platform, Messaging","New York, New York, United States",24602,"Sent is a single API that lets brands seamlessly send texts across SMS and apps like WhatsApp and iMessage","–",,"Response","https://www.sent.dm","https://www.linkedin.com/company/sentdm","Response","Qualified"
"Carna Health","$8,000,000","Jan 8, 2026","Seed","carna.health/","Biotechnology, Health Care, Health Diagnostics, Medical","Boston, Massachusetts, United States",2973,"Carna Health is a biotech company that brings common clinical whole blood tests into the comfort of the patient’s home.","View on LinkedIn",,"Response","https://www.carna.health","https://www.linkedin.com/company/carna-health","Response","Qualified"
"DiversiFi","$8,000,000","Jan 20, 2026","Seed","www.diversifi.ai","Delivery Service, Enterprise Software, SaaS, Shipping, Software","Salt Lake City, Utah, United States",4176,"B2B SaaS in the shipping industry","View on LinkedIn",,"Response","https://www.diversifi.ai","https://www.linkedin.com/company/diversifiai","Response","Qualified"
"VitVio","$8,000,000","Oct 23, 2025","Seed","www.vitvio.com","Artificial Intelligence (AI), Computer Vision, Health Care, Internet of Things, Medical, Software","Boston, Massachusetts, United States",13079,"We automate your operating room's administrative burden. Get staff focused on the patient, we'll handle the rest.","View on LinkedIn",,"Response","https://www.vitvio.com","https://www.linkedin.com/company/vitvio","Response","Qualified"
"Desteia","$8,000,000","Feb 4, 2025","Seed","desteia.com","Artificial Intelligence (AI), Logistics, Software, Supply Chain Management","New York, New York, United States",17356,"Desteia operates as a logistics platform that provides end to end visibility to users.","View on LinkedIn",,"Response","https://desteia.com","https://www.linkedin.com/company/desteia","Response","Qualified"
"Doorstep AI","$8,000,000","Sep 25, 2025","Seed","www.doorstep.ai/","Artificial Intelligence (AI), B2B, Delivery","New York, New York, United States",17628,"Doorstep AI is an artificial intelligence company that provides centimeter precise delivery drop-off location accuracy.","View on LinkedIn",,"Response","https://www.doorstep.ai/","https://www.linkedin.com/company/doorstep-ai","Response","Qualified"
"Charm Security","$8,000,000","Mar 25, 2025","Seed","www.charmsecurity.com/","Artificial Intelligence (AI), Cyber Security, Financial Services, FinTech, Fraud Detection","New York, New York, United States",23314,"Charm Security is an AI-powered Scam and Fraud Defense Platform","View on LinkedIn",,"Response","https://www.charmsecurity.com/","https://www.linkedin.com/company/charmsecurity","Response","Qualified"
"Grid Status","$8,000,000","Aug 21, 2024","Seed","www.gridstatus.io/","Analytics, Energy Management, Infrastructure","Chicago, Illinois, United States",23423,"Grid Status is an energy data analytics company.","View on LinkedIn",,"Response","https://gridstatus.io","https://www.linkedin.com/company/grid-status","Response","Qualified"
"SkipLabs","$8,000,000","Mar 25, 2025","Seed","www.skiplabs.io","Database, Information Technology, Open Source, Software","New York, New York, United States",44306,"SkipLabs builds infrastructure for reactive applications.","View on LinkedIn",,"Response","https://skiplabs.io","https://www.linkedin.com/company/skiplabs","Response","Qualified"
"PraxisPro","$7,853,193","Jan 21, 2026","Seed","www.praxispro.ai","Artificial Intelligence (AI), Pharmaceutical, Sales","Houston, Texas, United States",2799,"PraxisPro operates as an AI-powered training platform targeted for life sciences, including pharmaceutical and medical device sales teams.","View on LinkedIn",,"Response","https://praxispro.ai","https://www.linkedin.com/company/praxispro-ai","Response","Qualified"
"Verax AI","$7,600,000","Oct 30, 2024","Seed","www.verax.ai/","DevOps, Enterprise Software, Generative AI","New York, New York, United States",20254,"Verax AI plans to create a Control Center for organizations to manage LLMs, simplify AI use, and promote ethical AI.","View on LinkedIn",,"Response","https://www.verax.ai/","https://www.linkedin.com/company/verax-ai","Response","Qualified"
